,Format,Formula,Summary,Applies To,Time Scale,Time Range,Versions,Style,Cell Count,Populated Cell Count,Memory Used,Calculation Complexity,Calculation Effort,Notes,Read Access Driver,Write Access Driver,Users List,Parent,Is Summary,Formula Scope,Code,Use Switchover,Breakback,Start of Section,Data Tags,Referenced By,Module Name
CODE,TEXT,CODE(ITEM),None,Afdelingsgroep L4,Not Applicable,Model Calendar,Not Applicable,Normal,50,,,,,,,,,,false,All Versions,,true,false,false,,,IM 05a. Afdelingsgroep
Entiteit,LIST,PARENT(ITEM),None,Afdelingsgroep L4,Not Applicable,Model Calendar,Not Applicable,Normal,50,,,,,,,,,,false,All Versions,,true,false,false,,,IM 05a. Afdelingsgroep
Knooppunt,NUMBER,,None,Afdelingsgroep L4,Not Applicable,Model Calendar,Not Applicable,Normal,50,,,,,,,,,,false,All Versions,,true,false,false,,,IM 05a. Afdelingsgroep
Temp display name,TEXT,'Afdelingsgroep L4'.Code update temp,None,Afdelingsgroep L4,Not Applicable,Model Calendar,Not Applicable,Normal,50,,,,,,,,,,false,All Versions,,true,false,false,,,IM 05a. Afdelingsgroep
Old code,TEXT,,None,Afdelingsgroep L4,Not Applicable,Model Calendar,Not Applicable,Normal,50,,,,,,,,,,false,All Versions,,true,false,false,,,IM 05a. Afdelingsgroep
Item,LIST,ITEM('Afdeling L5'),None,Afdeling L5,Not Applicable,Model Calendar,Not Applicable,Normal,96,,,,,,,,,,false,All Versions,,true,false,false,,"Name, Code Parent, Code",IM 05b. Afdeling - Do not use
Name,TEXT,NAME(Item),None,Afdeling L5,Not Applicable,Model Calendar,Not Applicable,Normal,96,,,,,,,,,,false,All Versions,,true,false,false,,"Code creation, Dummy Afdeling SS Budget, Dummy Afdeling",IM 05b. Afdeling - Do not use
Code Parent,TEXT,CODE(PARENT(Item)),None,Afdeling L5,Not Applicable,Model Calendar,Not Applicable,Normal,96,,,,,,,,,,false,All Versions,,true,false,false,,Code creation,IM 05b. Afdeling - Do not use
Empty Parent,NONE,,None,Afdeling L5,Not Applicable,Model Calendar,Not Applicable,Normal,,,,,,,,,,,false,All Versions,,true,false,false,,,IM 05b. Afdeling - Do not use
Code,TEXT,CODE(Item),None,Afdeling L5,Not Applicable,Model Calendar,Not Applicable,Normal,96,,,,,,,,,,false,All Versions,,true,false,false,,Code creation,IM 05b. Afdeling - Do not use
Code creation,TEXT,"IF FIND(""~"", Name) > 0 THEN IF VALUE(Code) > 0 THEN Code ELSE RIGHT(Code Parent, 20) & ""_"" & LEFT(Name, FIND(""~"", Name) - 1) ELSE IF VALUE(Code) > 0 THEN Code ELSE RIGHT(Code Parent, 20) & ""_"" & LEFT(Name, 30)",None,Afdeling L5,Not Applicable,Model Calendar,Not Applicable,Normal,96,,,,,,,,,,false,All Versions,,true,false,false,,,IM 05b. Afdeling - Do not use
Dummy Afdeling SS Budget,LIST,"FINDITEM(Dummy Afdelingen, Name)",None,SS Afdeling L5 - Budget Afdelingen,Not Applicable,Model Calendar,Not Applicable,Normal,32,,,,,,,,,,false,All Versions,,true,false,false,,,IM 05b. Afdeling - Do not use
Dummy Afdeling,LIST,"FINDITEM(Dummy Afdelingen, Name)",None,Afdeling L5,Not Applicable,Model Calendar,Not Applicable,Normal,96,,,,,,,,,,false,All Versions,,true,false,false,,,IM 05b. Afdeling - Do not use
Parent,LIST,PARENT(Item),None,Subafdeling L6,Not Applicable,Model Calendar,Not Applicable,Normal,143,,,,,,,,,,false,All Versions,,true,false,false,,"'CA 58. Uurtarief Subafdeling'.Opslag per uur, 'CA 58. Uurtarief Subafdeling'.Productieve uren, '└ FI 07k User Filters - Subafdeling L6'.Filter subafdeling, 'FI 16. Filter Prestatiesoort'.Filter subset, Subafdeling OPS?",IM 05c. Subafdeling
Item,LIST,ITEM('Subafdeling L6'),None,Subafdeling L6,Not Applicable,Model Calendar,Not Applicable,Normal,143,,,,,,,,,,false,All Versions,,true,false,false,,"'└ FI 07k User Filters - Subafdeling L6'.Filter, '└ FI 07k User Filters - Subafdeling L6'.'Filter (OPS)', '└ FI 07k User Filters - Subafdeling L6'.Filter subafdeling OPS, Parent",IM 05c. Subafdeling
Code,TEXT,CODE(ITEM('Subafdeling L6')),None,Subafdeling L6,Not Applicable,Model Calendar,Not Applicable,Normal,143,,,,,,,,,,false,All Versions,,true,false,false,,,IM 05c. Subafdeling
Subafdeling OPS?,BOOLEAN,'IM 13. Afdeling L5'.'Logic 15: Subset OPS (NON-SIP)'[LOOKUP: Parent],None,Subafdeling L6,Not Applicable,Model Calendar,Not Applicable,Normal,143,,,,,,,,,,false,All Versions,,true,false,false,,,IM 05c. Subafdeling
Delete all?,BOOLEAN,TRUE,None,Subafdeling L6,Not Applicable,Model Calendar,Not Applicable,Normal,143,,,,,,,,,,false,All Versions,,true,false,false,,,IM 05c. Subafdeling
Code in DH 2.0,TEXT,,None,Subafdeling L6,Not Applicable,Model Calendar,Not Applicable,Normal,143,,,,,added manually. makes no sense to import unless lists are consolidated between DH and MJP. Difference is too big.,,,,,false,All Versions,,true,false,false,,'EX 07. Uurtarief export to Data Hub Subafdeling'.Code Subafdeling,IM 05c. Subafdeling
ITEM,LIST,ITEM('MJP Kostenplaats L7'),None,SS Kostenplaats L7 - Budget,Not Applicable,Model Calendar,Not Applicable,Normal,414,,,,,,,,,,false,All Versions,,true,false,false,,'Subafdeling L6',IM 06b. SS Budget MJP Kostenplaats
Subafdeling L6,LIST,PARENT(ITEM),None,SS Kostenplaats L7 - Budget,Not Applicable,Model Calendar,Not Applicable,Normal,414,,,,,,,,,,false,All Versions,,true,false,false,,"'└ FI 07u. User Filters - MJP Drivers L6 - Budget'.Filter Subafdeling, 'Afdeling L5'",IM 06b. SS Budget MJP Kostenplaats
Afdeling L5,LIST,PARENT('Subafdeling L6'),None,SS Kostenplaats L7 - Budget,Not Applicable,Model Calendar,Not Applicable,Normal,414,,,,,,,,,,false,All Versions,,true,false,false,,"'└ FI 07u. User Filters - MJP Drivers L6 - Budget'.Filter Afdeling, '└ FI 07u. User Filters - MJP Drivers L6 - Budget'.'Filter Afdeling DB/TS'",IM 06b. SS Budget MJP Kostenplaats
Leaf,BOOLEAN,TRUE,None,SS Kostenplaats L7 - Budget,Not Applicable,Model Calendar,Not Applicable,Normal,414,,,,,,,,,,false,All Versions,,true,false,false,,,IM 06b. SS Budget MJP Kostenplaats
ITEM,LIST,ITEM(Import Scenario),None,Import Scenario,Not Applicable,Model Calendar,Not Applicable,Normal,5,,,,,,,,,,false,All Versions,,true,false,false,,"'RP 07. formatie ontwikkeling'.Intern, 'RP 07. formatie ontwikkeling'.Extern, Actual?, LE?, Budget LY?, MJP?, MJP Inflatie?, '└ SET 01b. Import Scenario Dashboard Settings'.Show? Ex inflation, '└ SET 01b. Import Scenario Dashboard Settings'.'Show? Inc and Ex inflation', '└ SET 01b. Import Scenario Dashboard Settings'.Show? Inc Inflation, '└ SET 01b. Import Scenario Dashboard Settings'.Show? Without Budget Ex Inflation, '└ SET 01b. Import Scenario Dashboard Settings'.Show? Without Budget Inc Inflation, '└ SET 01b. Import Scenario Dashboard Settings'.Show? Historic no Budget, '└ SET 01c. Import Scenatio Dashboard Settings Monthly'.Kwartalen",IM 07. Import Scenario's
Actual?,BOOLEAN,ITEM = Import Scenario.Actual,None,Import Scenario,Not Applicable,Model Calendar,Not Applicable,Normal,5,,,,,,,,,,false,All Versions,,true,false,false,,"'RP 06. samenvatting MJP'.CAPEX BAK, 'RP 06. samenvatting MJP'.OPEX BAK, 'RP 06. samenvatting MJP'.'EBITDA (incl. inflatie)', 'RP 06. samenvatting MJP'.'TOTEX (incl inflatie)', 'RP 06. samenvatting MJP'.Formatie, 'RP 08. Formatie MJP'.Intern FTE, 'RP 08. Formatie MJP'.Extern FTE, 'RP 08. Formatie MJP'.'Personeelskosten (k€)', 'RP 08. Formatie MJP'.Gemiddelde FTE, 'RP 08. Formatie MJP'.'-Gemiddelde FTE', 'RP 08. Formatie MJP'.'.Gemiddelde FTE', 'RP 08. Formatie MJP'.Urenschrijvend FTE, 'RP 08. Formatie MJP'.Kritische functies, 'RP 09. Afdelingskosten'.Omzet, 'RP 09. Afdelingskosten'.'Uren (A)', 'RP 09. Afdelingskosten'.'Toeslag Direct (A)', 'RP 09. Afdelingskosten'.'Toeslag Indirect (A)', 'RP 09. Afdelingskosten'.Personeelskosten, 'RP 09. Afdelingskosten'.Doorbelastingen, 'RP 09. Afdelingskosten'.Diensten Derden, 'RP 09. Afdelingskosten'.Materiaal, 'RP 09. Afdelingskosten'.Overige Kosten, 'RP 09. Afdelingskosten'.IC, 'RP 09. Afdelingskosten'.'Resultaat (incl. inflatie)', 'RP 10 MJP CAPEX - UMD'.Omzet, 'RP 10 MJP CAPEX - UMD'.Uren, 'RP 10 MJP CAPEX - UMD'.Materialen, 'RP 10 MJP CAPEX - UMD'.Diensten derden, 'RP 10 MJP CAPEX - UMD'.Toeslagen, 'RP 10 MJP CAPEX - UMD'.'Capex (inc. inflatie)', '└ RP 10a. MJP CAPEX - Specificatie'.Hoogspanning, '└ RP 10a. MJP CAPEX - Specificatie'.Middenspanning, '└ RP 10a. MJP CAPEX - Specificatie'.Laagspanning, '└ RP 10a. MJP CAPEX - Specificatie'.Druk Cap, '└ RP 10a. MJP CAPEX - Specificatie'.Overig Cap, '└ RP 10a. MJP CAPEX - Specificatie'.Elektriciteit, '└ RP 10a. MJP CAPEX - Specificatie'.Gas, '└ RP 10a. MJP CAPEX - Specificatie'.Overig kwal, '└ RP 10a. MJP CAPEX - Specificatie'.Large connections, '└ RP 10a. MJP CAPEX - Specificatie'.Reconstructions, '└ RP 10a. MJP CAPEX - Specificatie'.Network Expansion, '└ RP 10a. MJP CAPEX - Specificatie'.Verwijderen, '└ RP 10a. MJP CAPEX - Specificatie'.Metergedreven, '└ RP 10a. MJP CAPEX - Specificatie'.Telecom, '└ RP 10a. MJP CAPEX - Specificatie'.Netverder, '└ RP 10a. MJP CAPEX - Specificatie'.Infradock, '└ RP 10a. MJP CAPEX - Specificatie'.Utility Connect, '└ RP 10a. MJP CAPEX - Specificatie'.Supply Chain, '└ RP 10a. MJP CAPEX - Specificatie'.IT, '└ RP 10a. MJP CAPEX - Specificatie'.Rente activering, '└ RP 10a. MJP CAPEX - Specificatie'.Overig CAPEX, 'RP 11. MJP OPEX - UMD'.Omzet, 'RP 11. MJP OPEX - UMD'.Uren, 'RP 11. MJP OPEX - UMD'.Materialen, 'RP 11. MJP OPEX - UMD'.Diensten derden, 'RP 11. MJP OPEX - UMD'.Toeslagen, 'RP 11. MJP OPEX - UMD'.'Opex (incl. inflatie)', '└ RP 11a. MJP OPEX - Specificatie'.Hoogspanning, '└ RP 11a. MJP OPEX - Specificatie'.Middenspanning, '└ RP 11a. MJP OPEX - Specificatie'.Laagspanning, '└ RP 11a. MJP OPEX - Specificatie'.Druk Cap, '└ RP 11a. MJP OPEX - Specificatie'.Overig Cap, '└ RP 11a. MJP OPEX - Specificatie'.Elektriciteit, '└ RP 11a. MJP OPEX - Specificatie'.Gas, '└ RP 11a. MJP OPEX - Specificatie'.Overig Kwal, '└ RP 11a. MJP OPEX - Specificatie'.Verwijderen, '└ RP 11a. MJP OPEX - Specificatie'.Large connections, '└ RP 11a. MJP OPEX - Specificatie'.Reconstructions, '└ RP 11a. MJP OPEX - Specificatie'.Network Expansion, '└ RP 11a. MJP OPEX - Specificatie'.Metergedreven, '└ RP 11a. MJP OPEX - Specificatie'.Overig, 'RP 12. MJP EXTERN - UMD'.Omzet, 'RP 12. MJP EXTERN - UMD'.Uren, 'RP 12. MJP EXTERN - UMD'.Materialen, 'RP 12. MJP EXTERN - UMD'.Diensten derden, 'RP 12. MJP EXTERN - UMD'.Toeslagen, 'RP 12. MJP EXTERN - UMD'.'Extern (incl. inflatie)', '└ RP 12a. MJP Extern - Specificatie'.Overig, 'RP 17. KPI Waarde report creation'.Waarde, 'RP 18. KPI Waarde over years'.Waarde, 'Not MJP?'",IM 07. Import Scenario's
LE?,BOOLEAN,ITEM = Import Scenario.LE,None,Import Scenario,Not Applicable,Model Calendar,Not Applicable,Normal,5,,,,,,,,,,false,All Versions,,true,false,false,,"'RP 06. samenvatting MJP'.CAPEX BAK, 'RP 06. samenvatting MJP'.OPEX BAK, 'RP 06. samenvatting MJP'.'EBITDA (incl. inflatie)', 'RP 06. samenvatting MJP'.'TOTEX (incl inflatie)', 'RP 06. samenvatting MJP'.Formatie, 'RP 08. Formatie MJP'.Intern FTE, 'RP 08. Formatie MJP'.Extern FTE, 'RP 08. Formatie MJP'.'Personeelskosten (k€)', 'RP 08. Formatie MJP'.Gemiddelde FTE, 'RP 08. Formatie MJP'.'-Gemiddelde FTE', 'RP 08. Formatie MJP'.'.Gemiddelde FTE', 'RP 08. Formatie MJP'.Urenschrijvend FTE, 'RP 08. Formatie MJP'.Kritische functies, 'RP 09. Afdelingskosten'.Omzet, 'RP 09. Afdelingskosten'.'Uren (A)', 'RP 09. Afdelingskosten'.'Toeslag Direct (A)', 'RP 09. Afdelingskosten'.'Toeslag Indirect (A)', 'RP 09. Afdelingskosten'.Personeelskosten, 'RP 09. Afdelingskosten'.Doorbelastingen, 'RP 09. Afdelingskosten'.Diensten Derden, 'RP 09. Afdelingskosten'.Materiaal, 'RP 09. Afdelingskosten'.Overige Kosten, 'RP 09. Afdelingskosten'.IC, 'RP 09. Afdelingskosten'.'Resultaat (incl. inflatie)', 'RP 10 MJP CAPEX - UMD'.Omzet, 'RP 10 MJP CAPEX - UMD'.Uren, 'RP 10 MJP CAPEX - UMD'.Materialen, 'RP 10 MJP CAPEX - UMD'.Diensten derden, 'RP 10 MJP CAPEX - UMD'.Toeslagen, 'RP 10 MJP CAPEX - UMD'.'Capex (inc. inflatie)', '└ RP 10a. MJP CAPEX - Specificatie'.Hoogspanning, '└ RP 10a. MJP CAPEX - Specificatie'.Middenspanning, '└ RP 10a. MJP CAPEX - Specificatie'.Laagspanning, '└ RP 10a. MJP CAPEX - Specificatie'.Druk Cap, '└ RP 10a. MJP CAPEX - Specificatie'.Overig Cap, '└ RP 10a. MJP CAPEX - Specificatie'.Elektriciteit, '└ RP 10a. MJP CAPEX - Specificatie'.Gas, '└ RP 10a. MJP CAPEX - Specificatie'.Overig kwal, '└ RP 10a. MJP CAPEX - Specificatie'.Large connections, '└ RP 10a. MJP CAPEX - Specificatie'.Reconstructions, '└ RP 10a. MJP CAPEX - Specificatie'.Network Expansion, '└ RP 10a. MJP CAPEX - Specificatie'.Verwijderen, '└ RP 10a. MJP CAPEX - Specificatie'.Metergedreven, '└ RP 10a. MJP CAPEX - Specificatie'.Telecom, '└ RP 10a. MJP CAPEX - Specificatie'.Netverder, '└ RP 10a. MJP CAPEX - Specificatie'.Infradock, '└ RP 10a. MJP CAPEX - Specificatie'.Utility Connect, '└ RP 10a. MJP CAPEX - Specificatie'.Supply Chain, '└ RP 10a. MJP CAPEX - Specificatie'.IT, '└ RP 10a. MJP CAPEX - Specificatie'.Rente activering, '└ RP 10a. MJP CAPEX - Specificatie'.Overig CAPEX, 'RP 11. MJP OPEX - UMD'.Omzet, 'RP 11. MJP OPEX - UMD'.Uren, 'RP 11. MJP OPEX - UMD'.Materialen, 'RP 11. MJP OPEX - UMD'.Diensten derden, 'RP 11. MJP OPEX - UMD'.Toeslagen, 'RP 11. MJP OPEX - UMD'.'Opex (incl. inflatie)', '└ RP 11a. MJP OPEX - Specificatie'.Hoogspanning, '└ RP 11a. MJP OPEX - Specificatie'.Middenspanning, '└ RP 11a. MJP OPEX - Specificatie'.Laagspanning, '└ RP 11a. MJP OPEX - Specificatie'.Druk Cap, '└ RP 11a. MJP OPEX - Specificatie'.Overig Cap, '└ RP 11a. MJP OPEX - Specificatie'.Elektriciteit, '└ RP 11a. MJP OPEX - Specificatie'.Gas, '└ RP 11a. MJP OPEX - Specificatie'.Overig Kwal, '└ RP 11a. MJP OPEX - Specificatie'.Verwijderen, '└ RP 11a. MJP OPEX - Specificatie'.Large connections, '└ RP 11a. MJP OPEX - Specificatie'.Reconstructions, '└ RP 11a. MJP OPEX - Specificatie'.Network Expansion, '└ RP 11a. MJP OPEX - Specificatie'.Metergedreven, '└ RP 11a. MJP OPEX - Specificatie'.Overig, 'RP 12. MJP EXTERN - UMD'.Omzet, 'RP 12. MJP EXTERN - UMD'.Uren, 'RP 12. MJP EXTERN - UMD'.Materialen, 'RP 12. MJP EXTERN - UMD'.Diensten derden, 'RP 12. MJP EXTERN - UMD'.Toeslagen, 'RP 12. MJP EXTERN - UMD'.'Extern (incl. inflatie)', '└ RP 12a. MJP Extern - Specificatie'.Overig, 'RP 17. KPI Waarde report creation'.Waarde, 'RP 18. KPI Waarde over years'.Waarde, 'Not MJP?'",IM 07. Import Scenario's
Budget LY?,BOOLEAN,ITEM = Import Scenario.Budget,None,Import Scenario,Not Applicable,Model Calendar,Not Applicable,Normal,5,,,,,,,,,,false,All Versions,,true,false,false,,"'RP 06. samenvatting MJP'.CAPEX BAK, 'RP 06. samenvatting MJP'.OPEX BAK, 'RP 06. samenvatting MJP'.'EBITDA (incl. inflatie)', 'RP 06. samenvatting MJP'.'TOTEX (incl inflatie)', 'RP 06. samenvatting MJP'.Formatie, 'RP 07. formatie ontwikkeling'.Intern, 'RP 07. formatie ontwikkeling'.Extern, 'RP 08. Formatie MJP'.Intern FTE, 'RP 08. Formatie MJP'.Extern FTE, 'RP 08. Formatie MJP'.'Personeelskosten (k€)', 'RP 08. Formatie MJP'.Gemiddelde FTE, 'RP 08. Formatie MJP'.'-Gemiddelde FTE', 'RP 08. Formatie MJP'.'.Gemiddelde FTE', 'RP 08. Formatie MJP'.Urenschrijvend FTE, 'RP 08. Formatie MJP'.Kritische functies, 'RP 09. Afdelingskosten'.Omzet, 'RP 09. Afdelingskosten'.'Uren (A)', 'RP 09. Afdelingskosten'.'Toeslag Direct (A)', 'RP 09. Afdelingskosten'.'Toeslag Indirect (A)', 'RP 09. Afdelingskosten'.Personeelskosten, 'RP 09. Afdelingskosten'.Doorbelastingen, 'RP 09. Afdelingskosten'.Diensten Derden, 'RP 09. Afdelingskosten'.Materiaal, 'RP 09. Afdelingskosten'.Overige Kosten, 'RP 09. Afdelingskosten'.IC, 'RP 09. Afdelingskosten'.'Resultaat (incl. inflatie)', 'RP 10 MJP CAPEX - UMD'.Omzet, 'RP 10 MJP CAPEX - UMD'.Uren, 'RP 10 MJP CAPEX - UMD'.Materialen, 'RP 10 MJP CAPEX - UMD'.Diensten derden, 'RP 10 MJP CAPEX - UMD'.Toeslagen, 'RP 10 MJP CAPEX - UMD'.'Capex (inc. inflatie)', '└ RP 10a. MJP CAPEX - Specificatie'.Hoogspanning, '└ RP 10a. MJP CAPEX - Specificatie'.Middenspanning, '└ RP 10a. MJP CAPEX - Specificatie'.Laagspanning, '└ RP 10a. MJP CAPEX - Specificatie'.Druk Cap, '└ RP 10a. MJP CAPEX - Specificatie'.Overig Cap, '└ RP 10a. MJP CAPEX - Specificatie'.Elektriciteit, '└ RP 10a. MJP CAPEX - Specificatie'.Gas, '└ RP 10a. MJP CAPEX - Specificatie'.Overig kwal, '└ RP 10a. MJP CAPEX - Specificatie'.Large connections, '└ RP 10a. MJP CAPEX - Specificatie'.Reconstructions, '└ RP 10a. MJP CAPEX - Specificatie'.Network Expansion, '└ RP 10a. MJP CAPEX - Specificatie'.Verwijderen, '└ RP 10a. MJP CAPEX - Specificatie'.Metergedreven, '└ RP 10a. MJP CAPEX - Specificatie'.Telecom, '└ RP 10a. MJP CAPEX - Specificatie'.Netverder, '└ RP 10a. MJP CAPEX - Specificatie'.Infradock, '└ RP 10a. MJP CAPEX - Specificatie'.Utility Connect, '└ RP 10a. MJP CAPEX - Specificatie'.Supply Chain, '└ RP 10a. MJP CAPEX - Specificatie'.IT, '└ RP 10a. MJP CAPEX - Specificatie'.Rente activering, '└ RP 10a. MJP CAPEX - Specificatie'.Overig CAPEX, 'RP 11. MJP OPEX - UMD'.Omzet, 'RP 11. MJP OPEX - UMD'.Uren, 'RP 11. MJP OPEX - UMD'.Materialen, 'RP 11. MJP OPEX - UMD'.Diensten derden, 'RP 11. MJP OPEX - UMD'.Toeslagen, 'RP 11. MJP OPEX - UMD'.'Opex (incl. inflatie)', '└ RP 11a. MJP OPEX - Specificatie'.Hoogspanning, '└ RP 11a. MJP OPEX - Specificatie'.Middenspanning, '└ RP 11a. MJP OPEX - Specificatie'.Laagspanning, '└ RP 11a. MJP OPEX - Specificatie'.Druk Cap, '└ RP 11a. MJP OPEX - Specificatie'.Overig Cap, '└ RP 11a. MJP OPEX - Specificatie'.Elektriciteit, '└ RP 11a. MJP OPEX - Specificatie'.Gas, '└ RP 11a. MJP OPEX - Specificatie'.Overig Kwal, '└ RP 11a. MJP OPEX - Specificatie'.Verwijderen, '└ RP 11a. MJP OPEX - Specificatie'.Large connections, '└ RP 11a. MJP OPEX - Specificatie'.Reconstructions, '└ RP 11a. MJP OPEX - Specificatie'.Network Expansion, '└ RP 11a. MJP OPEX - Specificatie'.Metergedreven, '└ RP 11a. MJP OPEX - Specificatie'.Overig, 'RP 12. MJP EXTERN - UMD'.Omzet, 'RP 12. MJP EXTERN - UMD'.Uren, 'RP 12. MJP EXTERN - UMD'.Materialen, 'RP 12. MJP EXTERN - UMD'.Diensten derden, 'RP 12. MJP EXTERN - UMD'.Toeslagen, 'RP 12. MJP EXTERN - UMD'.'Extern (incl. inflatie)', '└ RP 12a. MJP Extern - Specificatie'.Overig, 'RP 17. KPI Waarde report creation'.Waarde, 'RP 18. KPI Waarde over years'.Waarde, 'Not MJP?'",IM 07. Import Scenario's
Not MJP?,BOOLEAN,Actual? OR LE? OR Budget LY?,None,Import Scenario,Not Applicable,Model Calendar,Not Applicable,Normal,5,,,,,,,,,,false,All Versions,,true,false,false,,"'CA 99. Samenvatting'.'Omzet (A)', 'CA 99. Samenvatting'.'Personeelskosten (A)', 'CA 99. Samenvatting'.'Uren (A)', 'CA 99. Samenvatting'.'Doorbelastingen (A)', 'CA 99. Samenvatting'.'Diensten Derden (A)', 'CA 99. Samenvatting'.'Materiaal (A)', 'CA 99. Samenvatting'.'Overige Kosten (A)', 'CA 99. Samenvatting'.'IC (A)', 'CA 99. Samenvatting'.Omzet, 'CA 99. Samenvatting'.Uren, 'CA 99. Samenvatting'.Materialen, 'CA 99. Samenvatting'.Diensten derden, 'CA 99. Samenvatting'.Toeslagen",IM 07. Import Scenario's
